ID,Fecha,Informacion,Conductividad (μS/cm),Temperatura (°C),pH,x,y,Elevacion,Profundidad,Latitud,Longitud,2H,18O,comment,d-excess,Nombre,Tipo_Fuente,Localizacion_geologia,Tipo,Fuente,Mes,Temporada,P (mm),Año,UnidadGeologicaProf,UnidadGeoProf,NIDOS
K34,05/01/2022,,,,,,,1921,,7.867,-74.167,-128.83,-17.22,,8.93,Escuela Agrícola Cachira,Lluvia,Sur,Lluvia,Kale_lluvia,5,Transición,,2022,,,
M20153,11/28/2023,,,,,,,90,,7.867,-74.167,-116.19,-16.45,,15.41,TOTALIZADOR 5,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M20151,11/28/2023,,,,,,,1339,,7.867,-74.167,-112.1,-15.85,,14.7,TOTALIZADOR 3,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M20152,11/28/2023,,,,,,,807,,7.867,-74.167,-109.69,-14.62,,7.27,TOTALIZADOR 4,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M20374,11/28/2023,,,,,,,807,,7.867,-74.167,-108.61,-15.33,,14.03,TOTALIZADOR 4,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M19979,11/16/2023,,,,,,,807,,7.867,-74.167,-107.7,-15.18,,13.74,TOTALIZADOR 4,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M19982,11/16/2023,,,,,,,542,,7.867,-74.167,-106.59,-14.7,,11.01,TOTALIZADOR 7,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
,05/15/2005,,,,,,,996,,7.867,-74.167,-104.79,-14.4,Apto Bucaramanga,10.41,Apto Bucaramanga,Lluvia,Sur,Lluvia,GNIP,5,,,2005,J3g,J,
M19976,11/16/2023,,,,,,,1731,,7.867,-74.167,-102.55,-14.49,,13.37,TOTALIZADOR 1,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M20149,11/28/2023,,,,,,,1731,,7.867,-74.167,-100.84,-14.06,,11.64,TOTALIZADOR 1,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
K88,11/01/2022,,,,,,,1921,,7.867,-74.167,-100.62,-14.05,,11.78,Escuela Agrícola Cachira,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,
M20377,11/28/2023,,,,,,,542,,7.621,-74.075,-99.81,-13.09,,4.91,TOTALIZADOR 7,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
K35,05/01/2022,,,,,,,738,,7.621,-74.075,-98.78,-13.04,,5.54,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,5,Transición,,2022,,,
K58,07/01/2022,,,,,,,402,,7.621,-74.075,-98.71,-13.3,,7.69,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,7,Transición,,2022,,,
,06/30/2006,,,,,1112405.21,1279835.16,1803,,7.621,-74.075,-97.75,-13.27,La Galvicia,8.41,La Galvicia,Lluvia,Sur,Lluvia,GNIP,6,,,2006,NPb,,
K38,05/01/2022,,,,,,,1432,,7.621,-74.075,-96.27,-12.76,,5.81,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,5,Transición,,2022,,,
M19981,11/16/2023,,,,,,,56,,7.621,-74.075,-96.24,-13.26,,9.84,TOTALIZADOR 6,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M20156,11/28/2023,,,,,,,252,,7.621,-74.075,-95.88,-13.06,,8.6,TOTALIZADOR 8,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M20376,11/28/2023,,,,,,,56,,7.621,-74.075,-95,-13.17,,10.36,TOTALIZADOR 6,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M20150,11/28/2023,,,,,,,1522,,7.621,-74.075,-93.95,-13.29,,12.37,TOTALIZADOR 2,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
M19978,11/16/2023,,,,,,,1339,,7.621,-74.075,-93.95,-13.34,,12.77,TOTALIZADOR 3,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
K83,10/01/2022,,,,,,,1432,,7.621,-74.075,-93.76,-12.99,,10.16,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,10,Humeda,,2022,,,
K54,07/01/2022,,,,,,,996,,7.621,-74.075,-93.75,-12.68,,7.69,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,7,Transición,,2022,,,
M20155,11/28/2023,,,,,,,542,,7,-74,-93.64,-13.19,,11.88,TOTALIZADOR 7,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
K37,05/01/2022,,,,,,,1038,,7,-74,-93.58,-12.59,,7.14,Estación Los Canelos,Lluvia,Sur,Lluvia,Kale_lluvia,5,Transición,,2022,,,
S74,11/05/2020,,,,,1019830,1304488,30,0,7,-74,-68.67,-9.86,M-Pto Wilches,10.21,Lluvia Puerto Wilches,Lluvia,Sur,Lluvia,Campo,11,Humeda,,2020,Q,Q,Sur
,05/31/2005,,,,,1112405.21,1279835.16,1803,,8,-74,-93.13,-13.26,La Galvicia,12.95,La Galvicia,Lluvia,Sur,Lluvia,GNIP,5,,,2005,NPb,,
K46,06/01/2022,,,,,,,1038,,7,-74,-92.89,-12.83,,9.75,Estación Los Canelos,Lluvia,Sur,Lluvia,Kale_lluvia,6,Transición,,2022,,,
K53,07/01/2022,,,,,,,738,,8,-74,-92.8,-12.02,,3.36,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,7,Transición,,2022,,,
K43,06/01/2022,,,,,,,1921,,7,-74,-91.35,-12.47,,8.41,Escuela Agrícola Cachira,Lluvia,Sur,Lluvia,Kale_lluvia,6,Transición,,2022,,,
M20154,11/28/2023,,,,,,,56,,8,-74,-88.4,-12.38,,10.64,TOTALIZADOR 6,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
,10/31/2004,,,,,1112405.21,1279835.16,1803,,7,-74,-87.41,-12.25,La Galvicia,10.59,La Galvicia,Lluvia,Sur,Lluvia,GNIP,10,,,2004,NPb,,
M19983,11/16/2023,,,,,,,252,,7,-74,-85.94,-12.29,,12.38,TOTALIZADOR 8,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
K90,11/01/2022,,,,,,,996,,7,-74,-85.43,-12.03,,10.81,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,
M19980,11/16/2023,,,,,,,90,,7,-74,-84.96,-11.93,,10.48,TOTALIZADOR 5,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
K92,11/01/2022,,,,,,,1432,,7,-74,-84.81,-12.08,,11.83,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,
N43,05/31/2024,,,,,1039556.1,1377742.7,33,,7,-74,-84.58,-11.75,not full,9.42,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,5,Humeda,460,2024,,,Norte
,05/15/2017,,40,,8,1131035,1310484,3687,0,7,-74,-84.547481,-11.903433,Quebrada Angostura,10.679983,MINESA 160,Lluvia,Sur,Lluvia,Minesa Soto Norte,5,,,2017,,,
K89,11/01/2022,,,,,,,738,,8,-74,-83.65,-11.72,,10.11,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,
K36,05/01/2022,,,,,,,996,,8,-74,-82.4,-11.01,,5.68,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,5,Transición,,2022,,,
,05/31/2005,,,,,1105219.55,1281939.8,996,,8,-74,-82.04,-11.25,IDEAM Bucaramanga,7.96,IDEAM Bucaramanga,Lluvia,Sur,Lluvia,GNIP,5,,,2005,Qtf,Q,
,10/31/2004,,,,,1105219.55,1281939.8,996,,7,-74,-80.61,-11.23,IDEAM Bucaramanga,9.23,IDEAM Bucaramanga,Lluvia,Sur,Lluvia,GNIP,10,,,2004,Qtf,Q,
K91,11/01/2022,,,,,,,1038,,8,-74,-80.05,-11.18,,9.39,Estación Los Canelos,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,
K32,04/01/2022,,,,,,,402,,7,-74,-79.57,-11.27,,10.59,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,4,Humeda,,2022,,,
,10/31/2004,,15.2,,5.7,1111367.4,1277252.02,1428,,7,-74,-79.46,-11.25,San Antonio,10.54,San Antonio,Lluvia,Sur,Lluvia,GNIP,10,,,2004,NPb,,
,07/05/2017,,70,,9.1,1131035,1310484,3687,0,7,-74,-79.303486,-11.628784,Quebrada Angostura,13.726786,MINESA 205,Lluvia,Sur,Lluvia,Minesa Soto Norte,7,,,2017,,,
,06/15/2005,,,,,,,996,,7,-74,-79.18,-10.79,Apto Bucaramanga,7.14,Apto Bucaramanga,Lluvia,Sur,Lluvia,GNIP,6,,,2005,J3g,J,
K28,04/01/2022,,,,,,,996,,8,-74,-78.81,-11.35,,11.99,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,4,Humeda,,2022,,,
K94,11/01/2022,,,,,,,402,,7,-74,-78.39,-11.08,,10.25,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,
K40,05/01/2022,,,,,,,402,,7,-74,-78.01,-10.55,,6.39,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,5,Transición,,2022,,,
K41,05/01/2022,,,,,,,344,,7,-74,-76.96,-10.45,,6.64,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,5,Transición,,2022,,,
K26,04/01/2022,,,,,,,1921,,7,-74,-76.77,-11.18,,12.67,Escuela Agrícola Cachira,Lluvia,Sur,Lluvia,Kale_lluvia,4,Humeda,,2022,,,
,11/05/2020,,,,,1025069,1273093,74,0,7,-74,-76.07,-10.99,M-Barrancabermeja,11.85,Lluvia Barrancabermeja ,Lluvia,Sur,Lluvia,Campo,11,Humeda,,2020,Q,Q,
K50,06/01/2022,,,,,,,344,,7,-74,-75.34,-10.96,,12.34,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,6,Transición,,2022,,,
K59,07/01/2022,,,,,,,344,,7,-74,-75.27,-10.7,,10.33,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,7,Transición,,2022,,,
K33,04/01/2022,,,,,,,344,,7,-74,-75.04,-10.78,,11.2,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,4,Humeda,,2022,,,
,07/18/2017,,60,,9,1131035,1310484,3687,0,8,-74,-74.53568,-11.017469,Quebrada Angostura,13.604072,MINESA 241,Lluvia,Sur,Lluvia,Minesa Soto Norte,7,,,2017,,,
K98,12/01/2022,,,,,,,738,,8,-74,-74.29,-10.75,,11.71,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,12,Seca,,2022,,,
K27,04/01/2022,,,,,,,738,,7,-74,-74.13,-10.71,,11.55,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,4,Humeda,,2022,,,
,06/16/2017,,30,,9.46,1131035,1310484,3687,0,8,-74,-73.930939,-11.102267,Quebrada Angostura,14.887197,MINESA 182,Lluvia,Sur,Lluvia,Minesa Soto Norte,6,,,2017,,,
K47,06/01/2022,,,,,,,1432,,7,-74,-73.42,-9.27,,0.74,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,6,Transición,,2022,,,
K104,12/01/2022,,,,,,,344,,7,-74,-73.1,-10.65,,12.1,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,12,Seca,,2022,,,
K52,07/01/2022,,,,,,,1921,,7,-74,-71.64,-10.25,,10.36,Escuela Agrícola Cachira,Lluvia,Sur,Lluvia,Kale_lluvia,7,Transición,,2022,,,
,08/11/2017,,360,,9,1131035,1310484,3687,0,7,-74,-71.27957,-10.526558,Quebrada Angostura,12.932894,MINESA 247,Lluvia,Sur,Lluvia,Minesa Soto Norte,8,,,2017,,,
,10/13/2017,,40,,9.41,1131035,1310484,3687,0,7.257737398,-73.96868229,-70.622135,-10.335073,Quebrada Angostura,12.058449,MINESA 317,Lluvia,Sur,Lluvia,Minesa Soto Norte,10,,,2017,,,
,01/07/2017,,43,,7.24,1130924,1309486,3687,0,7.257737398,-73.96868229,-70.420274,-10.29267,Quebrada Angostura,11.921086,MINESA 36,Lluvia,Sur,Lluvia,Minesa Soto Norte,1,,,2017,,,
,09/19/2017,,60,,8.53,1131035,1310484,3687,0,7.268332725,-73.96001371,-69.936005,-10.288049,Quebrada Angostura,12.368387,MINESA 300,Lluvia,Sur,Lluvia,Minesa Soto Norte,9,,,2017,,,
K30,04/01/2022,,,,,,,1432,,7.754508795,-73.95697302,-69.83,-10.18,,11.61,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,4,Humeda,,2022,,,
,08/28/2017,,60,,8.63,1131035,1310484,3687,0,7.740529332,-73.95524555,-69.730993,-10.041784,Quebrada Angostura,10.603279,MINESA 275,Lluvia,Sur,Lluvia,Minesa Soto Norte,8,,,2017,,,
,06/30/2005,,,,,1112405.21,1279835.16,1803,,7.090161784,-73.95127003,-69.58,-9.93,La Galvicia,9.86,La Galvicia,Lluvia,Sur,Lluvia,GNIP,6,,,2005,NPb,,
,01/27/2017,,73,,7.93,1130924,1309486,3687,0,7.090161784,-73.95127003,-69.328742,-9.931222,Quebrada Angostura,10.121034,MINESA 47,Lluvia,Sur,Lluvia,Minesa Soto Norte,1,,,2017,,,
,11/03/2017,,50,,8.41,1131035,1310484,3687,0,7.582915978,-73.9510586,-69.174738,-10.168644,Quebrada Angostura,12.174414,MINESA 340,Lluvia,Sur,Lluvia,Minesa Soto Norte,11,,,2017,,,
,12/05/2017,,110,,7.26,1131035,1310484,3687,0,7.725572553,-73.95091685,-69.064884,-10.123162,Quebrada Angostura,11.920412,MINESA 400,Lluvia,Sur,Lluvia,Minesa Soto Norte,12,,,2017,,,
K45,06/01/2022,,,,,,,996,,7.502963454,-73.94362527,-69.05,-9.96,,10.63,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,6,Transición,,2022,,,
,12/20/2017,,50,,9.33,1131035,1310484,3687,0,7.662854351,-73.94244291,-68.769129,-10.172997,Quebrada Angostura,12.614847,MINESA 433,Lluvia,Sur,Lluvia,Minesa Soto Norte,12,,,2017,,,
S73,11/24/2020,,5,,6.79,1019830,1304488,30,0,7.961755257,-73.94172101,-60.13,-9.59,Pto Wilches - II,16.59,Lluvia Puerto Wilches,Lluvia,Sur,Lluvia,Campo,11,Humeda,,2020,Q,Q,Sur
,05/31/2017,,45,,7.9,1131035,1310484,3687,0,7.664769836,-73.93795584,-68.451914,-10.028166,Quebrada Angostura,11.773414,MINESA 163,Lluvia,Sur,Lluvia,Minesa Soto Norte,5,,,2017,,,
,12/22/2016,,39,,7.41,1130924,1309486,3687,0,7.81163892,-73.93649313,-68.350303,-10.100241,Quebrada Angostura,12.451625,MINESA 17,Lluvia,Sur,Lluvia,Minesa Soto Norte,12,,,2016,,,
,08/31/2006,,,,,1112405.21,1279835.16,1803,,7.518350452,-73.93508557,-67.46,-9.69,La Galvicia,10.06,La Galvicia,Lluvia,Sur,Lluvia,GNIP,8,,,2006,NPb,,
M21220,12/19/2023,,,,,,,542,,7.007799694,-73.93461264,-67.39,-9.94,,12.13,TOTALIZADOR 7,Lluvia,Sur,Lluvia,ANH-SGI,1,Seca,,2024,,,
,04/30/2005,,,,,1105219.55,1281939.8,996,,7.870138292,-73.93001704,-67.17,-9.36,IDEAM Bucaramanga,7.71,IDEAM Bucaramanga,Lluvia,Sur,Lluvia,GNIP,4,,,2005,Qtf,Q,
,12/06/2016,,39,,7.88,1130924,1309486,3687,0,7.883203667,-73.92928696,-67.144827,-10.030105,Quebrada Angostura,13.096013,MINESA 3,Lluvia,Sur,Lluvia,Minesa Soto Norte,12,,,2016,,,
K56,07/01/2022,,,,,,,1432,,7.361340104,-73.92730164,-66.6,-9.16,,6.68,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,7,Transición,,2022,,,
M21221,12/19/2023,,,,,,,252,,7.361394357,-73.92730162,-66.32,-9.6,,10.48,TOTALIZADOR 8,Lluvia,Sur,Lluvia,ANH-SGI,1,Seca,,2024,,,
K68,08/01/2022,,,,,,,344,,7.361394357,-73.92730162,-66.13,-9.93,,13.31,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,8,Humeda,,2022,,,
,01/19/2018,,37,,8.47,1131035,1310484,3687,0,7.002896142,-73.9262427,-66.102222,-9.794296,Quebrada Angostura,12.252146,MINESA 498,Lluvia,Sur,Lluvia,Minesa Soto Norte,1,,,2018,,,
K55,07/01/2022,,,,,,,1038,,7.764779352,-73.92513135,-65.96,-9.23,,7.88,Estación Los Canelos,Lluvia,Sur,Lluvia,Kale_lluvia,7,Transición,,2022,,,
K73,09/01/2022,,,,,,,1038,,7.207187881,-73.92512562,-65.93,-9.85,,12.87,Estación Los Canelos,Lluvia,Sur,Lluvia,Kale_lluvia,9,Humeda,,2022,,,
,02/15/2017,,51,,7.9,1131035,1310484,3687,0,7.207187881,-73.92512562,-65.830089,-9.761811,Quebrada Angostura,12.264399,MINESA 73,Lluvia,Sur,Lluvia,Minesa Soto Norte,2,,,2017,,,
K82,10/01/2022,,,,,,,1038,,6.99212605,-73.92410132,-65.47,-9.74,,12.45,Estación Los Canelos,Lluvia,Sur,Lluvia,Kale_lluvia,10,Humeda,,2022,,,
,11/30/2006,,,,,1112405.21,1279835.16,1803,,7.265,-73.921,-65.38,-9.76,La Galvicia,12.7,La Galvicia,Lluvia,Sur,Lluvia,GNIP,11,,,2006,NPb,,
K80,10/01/2022,,,,,,,738,,7.377295254,-73.91505944,-65.3,-9.52,,10.86,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,10,Humeda,,2022,,,
N42,05/31/2023,,,,,1039556.1,1377742.7,33,,7.373642088,-73.91469847,-64.99,-9.33,,9.65,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,5,Humeda,256,2023,,,Norte
,04/15/2005,,,,,,,996,,7.381020277,-73.91410703,-63.67,-9.13,Apto Bucaramanga,9.37,Apto Bucaramanga,Lluvia,Sur,Lluvia,GNIP,4,,,2005,J3g,J,
K81,10/01/2022,,,,,,,996,,7.381020277,-73.91410703,-63.3,-9.45,,12.3,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,10,Humeda,,2022,,,
M21218,12/19/2023,,,,,,,90,,7.376688863,-73.91351082,-62.38,-9.25,,11.62,TOTALIZADOR 5,Lluvia,Sur,Lluvia,ANH-SGI,1,Seca,,2024,,,
M21217,12/19/2023,,,,,,,807,,7.386327604,-73.9129638,-62.22,-9.52,,13.94,TOTALIZADOR 4,Lluvia,Sur,Lluvia,ANH-SGI,1,Seca,,2024,,,
,11/30/2004,,,,,1112405.21,1279835.16,1803,,7.213,-73.912,-62.08,-9.02,La Galvicia,10.08,La Galvicia,Lluvia,Sur,Lluvia,GNIP,11,,,2004,NPb,,
M20372,11/28/2023,,,,,,,1522,,7.571138846,-73.91125442,-61.94,-9.39,,13.18,TOTALIZADOR 2,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
,03/21/2017,,30,,10.06,1131035,1310484,3687,0,7.393569631,-73.91096838,-61.767885,-9.634295,Quebrada Angostura,15.306475,MINESA 103,Lluvia,Sur,Lluvia,Minesa Soto Norte,3,,,2017,,,
M20375,11/28/2023,,,,,,,90,,7.393569631,-73.91096838,-60.59,-9.02,,11.57,TOTALIZADOR 5,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
K49,06/01/2022,,,,,,,402,,7.282,-73.91,-60.43,-8.72,,9.33,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,6,Transición,,2022,,,
M20371,11/28/2023,,,,,,,1731,,7.463685471,-73.9072135,-60.36,-9.32,,14.2,TOTALIZADOR 1,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
,03/06/2017,,40,,8.11,1131035,1310484,3687,0,7.832043578,-73.90393524,-60.33233,-9.080557,Quebrada Angostura,12.312126,MINESA  92,Lluvia,Sur,Lluvia,Minesa Soto Norte,3,,,2017,,,
,02/02/2018,,46,,7.35,1131035,1310484,3687,0,7.267,-73.903,-60.1705,-8.43948,Quebrada Angostura,7.34534,MINESA 538,Lluvia,Sur,Lluvia,Minesa Soto Norte,2,,,2018,,,
,10/31/2006,,,,,1112405.21,1279835.16,1803,,7.464564012,-73.90146535,-60.08,-9,La Galvicia,11.92,La Galvicia,Lluvia,Sur,Lluvia,GNIP,10,,,2006,NPb,,
N40,07/31/2024,,,,,1039556.1,1377742.7,33,,7.464564012,-73.90146535,-60.03,-9.06,,12.45,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,7,Humeda,169,2024,,,Norte
M21216,12/19/2023,,,,,,,1339,,7.386,-73.898,-59.54,-9.22,,14.22,TOTALIZADOR 3,Lluvia,Sur,Lluvia,ANH-SGI,1,Seca,,2024,,,
K93,11/01/2022,,,,,,,78,,7.349556386,-73.89790646,-55.17,-8.26,,10.91,Predio La Belleza,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,Sur
N41,06/30/2024,,,,,1039556.1,1377742.7,33,,7.349556386,-73.89790646,-59.15,-9.19,,14.37,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,6,Humeda,504,2024,,,Norte
K79,10/01/2022,,,,,,,1921,,7.349556386,-73.89790646,-58.9,-8.79,,11.42,Escuela Agrícola Cachira,Lluvia,Sur,Lluvia,Kale_lluvia,10,Humeda,,2022,,,
K64,08/01/2022,,,,,,,1038,,7.349556386,-73.89790646,-58.16,-8.92,,13.2,Estación Los Canelos,Lluvia,Sur,Lluvia,Kale_lluvia,8,Humeda,,2022,,,
M20373,11/28/2023,,,,,,,1339,,7.388690674,-73.8974831,-58.11,-8.48,,9.73,TOTALIZADOR 3,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
N35,07/31/2023,,,,,1039556.1,1377742.7,33,,7.376,-73.897,-58,-8.43,not full,9.44,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,7,Humeda,185,2023,,,Norte
K66,08/01/2022,,,,,,,78,,7.085061615,-73.89571158,-54.85,-8.56,,13.63,Predio La Belleza,Lluvia,Sur,Lluvia,Kale_lluvia,8,Humeda,,2022,,,Sur
K76,09/01/2022,,,,,,,402,,7.085061615,-73.89571158,-57.65,-8.65,,11.55,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,9,Humeda,,2022,,,
K86,10/01/2022,,,,,,,344,,7.346,-73.895,-57.62,-7.92,,5.74,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,10,Humeda,,2022,,,
K65,08/01/2022,,,,,,,1432,,7.082,-73.894,-56.12,-8.42,,11.24,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,8,Humeda,,2022,,,
K71,09/01/2022,,,,,,,738,,7.40132108,-73.89387287,-55.54,-8.45,,12.06,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,9,Humeda,,2022,,,
K75,09/01/2022,,,,,,,78,,7.333,-73.893,-53.63,-8.43,,13.81,Predio La Belleza,Lluvia,Sur,Lluvia,Kale_lluvia,9,Humeda,,2022,,,Sur
K72,09/01/2022,,,,,,,996,,7.427,-73.892,-55.48,-8.28,,10.76,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,9,Humeda,,2022,,,
K74,09/01/2022,,,,,,,1432,,7.287,-73.892,-55.48,-8.62,,13.48,Estación Oiba,Lluvia,Sur,Lluvia,Kale_lluvia,9,Humeda,,2022,,,
K77,09/01/2022,,,,,,,344,,7.374,-73.892,-55.42,-7.96,,8.26,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,9,Humeda,,2022,,,
K44,06/01/2022,,,,,,,738,,7.795245781,-73.88987042,-55.3,-7.34,,3.42,Estación Llano Grande,Lluvia,Sur,Lluvia,Kale_lluvia,6,Transición,,2022,,,
K67,08/01/2022,,,,,,,402,,7.794739136,-73.8892088,-54.85,-8.02,,9.31,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,8,Humeda,,2022,,,
K95,11/01/2022,,,,,,,344,,7.412731501,-73.88881632,-54.79,-8.24,,11.13,Predio La Joya,Lluvia,Sur,Lluvia,Kale_lluvia,11,Humeda,,2022,,,
,08/31/2005,,,,,1112405.21,1279835.16,1803,,7.350918001,-73.88876735,-54.66,-8.12,La Galvicia,10.3,La Galvicia,Lluvia,Sur,Lluvia,GNIP,8,,,2005,NPb,,
M21214,12/19/2023,,,,,,,1731,,7.370485013,-73.88826092,-54.17,-8.44,,13.35,TOTALIZADOR 1,Lluvia,Sur,Lluvia,ANH-SGI,1,Seca,,2024,,,
N31,11/30/2023,,,,,1039556.1,1377742.7,33,,7.370485013,-73.88826092,-53.97,-8.34,,12.75,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,11,Seca,26,2023,,,Norte
N37,10/31/2023,,,,,1039556.1,1377742.7,33,,7.370485013,-73.88826092,-53.96,-8.49,,13.96,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,10,Humeda,382,2023,,,Norte
M20378,11/28/2023,,,,,,,252,,7.371,-73.888,-53.91,-7.9,,9.29,TOTALIZADOR 8,Lluvia,Sur,Lluvia,ANH-SGI,12,Seca,,2023,,,
,04/11/2017,,45,,8.2,1131035,1310484,3687,0,7.371,-73.886,-53.646601,-8.163355,Quebrada Angostura,11.660239,MINESA 125,Lluvia,Sur,Lluvia,Minesa Soto Norte,4,,,2017,,,
M21215,12/19/2023,,,,,,,1522,,7.246,-73.886,-53.58,-8.19,,11.94,TOTALIZADOR 2,Lluvia,Sur,Lluvia,ANH-SGI,1,Seca,,2024,,,
N25,06/30/2023,,,,,1039556.1,1377742.7,33,,7.298,-73.885,-53.49,-7.67,,7.87,Totalizador Jeimer,Lluvia,Norte,Lluvia,ZEMS,6,Humeda,156,2023,,,Norte
,04/30/2005,,,,,1112405.21,1279835.16,1803,,7.355,-73.885,-52.64,-8.34,La Galvicia,14.08,La Galvicia,Lluvia,Sur,Lluvia,GNIP,4,,,2005,NPb,,
K85,10/01/2022,,,,,,,402,,7.332,-73.884,-52.11,-7.85,,10.69,Predio No hay como la mano de Dios,Lluvia,Sur,Lluvia,Kale_lluvia,10,Humeda,,2022,,,
K63,08/01/2022,,,,,,,996,,7.322,-73.884,-51.9,-8.13,,13.14,Estación de la UIS,Lluvia,Sur,Lluvia,Kale_lluvia,8,Humeda,,2022,,,
