ID,Fecha,Informacion,Conductividad (μS/cm),Temperatura (°C),pH,x,y,Elevacion,Profundidad,Latitud,Longitud,2H,18O,comment,d-excess,Nombre,Tipo_Fuente,Localizacion_geologia,Tipo,Fuente,Mes,Temporada,P (mm),Año,UnidadGeologicaProf,UnidadGeoProf,NIDOS
134,03/20/2021,,185,,,1040263,1413678,50,60,8.011810485,-73.71869251,-56.5654,-8.2951,Via Gamarra Aguachica,9.7954,Finca Via Gamarra,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
434,03/19/2021,,221,,8.6,1014777,1321452,53,117,8.011810485,-73.71869251,-56.3889,-8.6281,San Pablo- Acueducto Enraizar 1,12.6359,Acueducto Enraizar 1,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,N1r (U2),N1r ,
,11/07/2020,,303,,6.64,1041541,1413032,75,90,8.011810485,-73.71869251,-56.37,-8.42,LaMaria-90m,10.99,Finca La María,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,
504,03/27/2021,,116,,6.7,1047769,1402899,106,82,8.011919933,-73.71842936,-56.0883,-8.3883,C-504,11.0181,Acueducto La Esmeralda baja,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,
440,03/20/2021,,197,,,1016808,1350408,52,61,8.011919933,-73.71842936,-56.0116,-8.5139,Simiti-Acueducto Sinai,12.0996,Acueducto Sinai,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U2),N1r ,
,11/26/2020,,126,,7.11,1036683,1410008,15,0,8.011919933,-73.71842936,-55.98,-8.37,Cienaga Juncal,10.98,Cienaga Juncal,Superficial,Norte,Cienaga,Campo,11,Humeda,,2020,Q,Q,
129,03/19/2021,,123,,,1047769,1402899,106,82,8.011919933,-73.71842936,-55.8486,-8.3386,Acueducto la Esmeralda,10.8602,Acueducto La Esmeralda baja,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,
119,03/17/2021,,137,,7,1046994,1406345,91,25,8.011919933,-73.71842936,-55.8152,-8.3604,Finca Santa Maria,11.068,Finca Santa Maria,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S54,11/07/2020,,2083,,6.84,1018040,1307967,49,125,8.011919933,-73.71842936,-53.79,-7.94,Acueducto-Cantagallo-Planta-125m,9.73,Acueducto Cantagallo,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U3),N1r ,Sur
423,03/18/2021,,242,,7.9,1012018,1294331,57,100,8.011919933,-73.71842936,-55.6926,-8.4059,Pozo Acueducto Cano Patico,11.5546,Acueducto Cano Patico,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U2),N1r ,
,11/06/2020,,618,,6.84,1042871,1385531,47,80,8.011919933,-73.71842936,-55.66,-8.27,Pozo Somero PtoPatiño-80m,10.5,Acueducto Puerto Patiño ,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,
S56,04/20/2023,,251,27.5,7.2,1043908,1304445,103,,8.011953131,-73.71803139,-53.63,-8.01,,10.45,Pozo la Cristalina,Subterranea,Sur,Pozo Somero,ZEMS,4,Humeda,,2023,,,Sur
,11/26/2020,,125,,7.25,1038007,1411960,29,0,7.999304898,-73.71237948,-55.64,-8.58,Cienaga Baquero,13,Cienaga Baquero,Superficial,Norte,Cienaga,Campo,11,Humeda,,2020,Q,Q,
506,11/07/2020,,332,,7.05,1012018,1294331,57,100,8.336720112,-73.71198459,-55.64,-8.65,Acueducto-Cantagallo-CañoPatico-100m,13.56,Acueducto Cano Patico,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U2),N1r ,
123,03/18/2021,,626,,,1042871,1385531,47,80,8.336720112,-73.71198459,-55.6219,-8.3984,Acueducto Puerto Patino,11.5653,Acueducto Puerto Patiño ,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,
,11/07/2020,,205,,6.56,1040263,1413678,50,60,8.207362971,-73.70383616,-55.57,-8.37,Pozo Somero-60m,11.39,Finca Via Gamarra,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
105,03/20/2021,,323,,,1041541,1413032,75,90,8.207362971,-73.70383616,-55.5629,-8.3154,Finca la Maria,10.9603,Finca La María,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,
429,03/19/2021,,157,,7.9,1022217,1335218,73,,8.330868387,-73.70038817,-55.4343,-8.5067,San Pablo- Acueducto El Rosario,12.6193,Acueducto El Rosario,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U3),N1r ,
,11/04/2020,,278,,6.7,1051455.48,1396878.69,99,12,8.330868387,-73.70038817,-55.28,-8.38,Pozo Somero - SOMERO,11.76,_W203 NO REUBICADO,Subterranea,Norte,Aljibe,Campo,11,Humeda,,2020,Q,Q,
S60,11/05/2020,,212,,6.89,1033161,1312351,58,72,7.288923523,-73.6991391,-53.47,-8.24,Acueducto Campo Duro - 72m,12.45,Acueducto Campo Duro,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
,11/28/2020,,132,,7.01,1042339,1385386,47,0,7.441136293,-73.69862954,-55.12,-8.59,Cienaga Dona Maria,13.6,Cienaga Doña Maria,Superficial,Norte,Cienaga,Campo,11,Humeda,,2020,Q,Q,
N33,11/07/2020,,375,,6.88,1044616,1379213,64,25,7.283497794,-73.69853693,-55.09,-8.37,FincaVillaRosa-25m,11.87,Finca Villa Rosa REUBICADO,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,Norte
421,03/18/2021,,194,,8,1019432.02,1317206.91,20,12,7.283497794,-73.69853693,-54.8878,-8.3275,Jaider Raad,11.7322,Finca villa de los Angeles,Subterranea,Sur,Aljibe,Campo,3,Seca,,2021,Q,Q,
S61,11/06/2020,,135.7,,4.44,1043911,1304451,103,80,7.446451652,-73.69708497,-53.31,-8.29,Pradilla-72m,13.01,Pradilla,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
,11/10/2020,,215,,6.86,1051664,1398462,99,110,8.233050206,-73.69413722,-54.82,-8.26,W226,11.26,El Juncal 1,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,
K43,04/01/2021,,,,6.94,,,72,64.1,8.08089626,-73.69338399,-53.12,-8.68,,16.32,Extractora Monterrey,Subterranea,Sur,Pozo somero,Kale_platero,4,Humeda,,2021,,,Sur
,11/06/2020,,158,,6.5,1046615,1388485,61,45,8.08089626,-73.69338399,-54.71,-8.21,Pozo Somero CrucePatiño-45m,10.97,Vereda Cruce Patiño,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
N38,11/05/2020,,340,,7,1046410,1370592,24,100,8.878185747,-73.69234601,-54.71,-8.54,Pozo Somero-100m,13.61,Acueducto Pita Limón,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,Norte
N36,11/05/2020,,245,,6.92,1051968,1374913,61,,8.878185747,-73.69234601,-54.7,-8.45,W206-Cuatrobocas,12.9,Cuatro bocas,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,Norte
121,03/17/2021,,244,,7.1,1051664,1398462,99,110,8.082202743,-73.6885562,-54.6226,-8.4075,Corregimiento el Juncal1,12.6374,El Juncal 1,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,
122,03/17/2021,,210,,7.1,1051774,1398511,99,,8.082202743,-73.6885562,-54.6116,-8.1863,Corregimiento el Juncal2,10.8788,El Juncal 2,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
125,03/18/2021,,121.7,,,1046615,1388485,61,45,7.425700066,-73.68639578,-54.4899,-8.4211,Vereda Cruce Patino,12.8789,Vereda Cruce Patiño,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
430,03/19/2021,,150,,7.1,1022428,1326392,30,70,7.659758177,-73.68511609,-54.3454,-8.5557,San Pablo- Acueducto Canaletal,14.1002,Acueducto Canaletal,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U3),N1r ,
N34,03/18/2021,,336,,7.4,1046410,1370592,24,100,7.659758177,-73.68511609,-54.3277,-8.4181,Ac. Corregimiento Pita Limon,13.0171,Acueducto Pita Limón,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,Norte
S58,11/10/2020,,324,,7.76,1020894,1306803,57,365,7.102307473,-73.68153371,-53.09,-8.05,ABA-MAGDALENA-365m,11.31,PCM 2 ABAS,Subterranea,Sur,ABA,Campo,11,Humeda,,2020,N1r (U2),N1r ,Sur
214,03/17/2021,,241,,7.5,1046350,1363055,31,45,7.248950732,-73.68040185,-54.0619,-7.9901,Ac Correg. Terraplen,9.8589,Acueducto Terraplén,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
105,03/15/2021,,180,,6.8,1045740,1410440,78,,7.349027277,-73.67983357,-54.0538,-7.9197,Acueducto Caballero,9.3038,Acueducto Caballero ,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
428,03/19/2021,,252,,8.8,1023561,1340987,32,,7.349081505,-73.67980635,-54.0253,-8.1885,San Pablo- Acueducto Carmen del Cucu,11.4827,Acueducto Carmen del Cucu,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U3),N1r ,
126,03/18/2021,,207,,,1051074,1388277,89,,7.349081505,-73.67980635,-53.9726,-8.0723,Villa Tania,10.6058,Villla Tania ,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S65,04/21/2023,,56.2,27.8,5.6,1019875,1308816,49,33,7.259878522,-73.67581947,-53,-8.65,,16.2,Pozo El Punto,Subterranea,Sur,Pozo Somero,ZEMS,4,Humeda,,2023,,,Sur
,11/04/2020,,177,,6.39,1050988.13,1400089.08,124,70,7.259878522,-73.67581947,-53.95,-7.98,Pozo Somero,9.89,El Faro,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
127,03/18/2021,,225,,,1053885,1388707,93,,8.311537564,-73.67290132,-53.9087,-8.109,Acuaducto el Marquez,10.9633,Acueducto El Marquez,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
308,03/16/2021,,,,,1048319,1333483,70,76,8.02506201,-73.67278149,-53.8493,-8.4857,Casaerio Papayal - Tipo: Pozo,14.0363,Caserío Papayal,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
K49,04/01/2021,,,,5.64,,,64,6.2,7.219111944,-73.67008799,-52.8,-8.25,,13.2,Finca Bello Horizonte,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
402,03/15/2021,,177,,6.9,1013946,1275799,73,100,8.308132538,-73.66763074,-53.6833,-8.125,Acueducto El tigre/Rafael Enrique Guerrero,11.3167,Acueducto El tigre,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U1),N1r ,
K15,04/01/2021,,,,7.45,,,69,120,8.308132538,-73.66763074,-52.6,-7.97,,11.16,Acueducto Puerto Wilches PTAP 1,Subterranea,Sur,Pozo Profundo,Kale_platero,4,Humeda,,2021,,,Sur
K5,04/01/2021,,,,7.09,,,63,70,7.87834565,-73.66752078,-52.33,-7.69,,9.19,PM - 6A,Subterranea,Sur,Pozo somero,Kale_platero,4,Humeda,,2021,,,Sur
S49,11/10/2020,,380,,8.3,1020273,1310213,49,298,8.30739464,-73.66229391,-51.52,-7.77,ABA - 289m,10.64,ECP 2 ABAS,Subterranea,Sur,ABA,Campo,11,Humeda,,2020,N1r (U2),N1r ,Sur
480,11/04/2020,,226,,6.89,1019432.02,1317206.91,20,12,7.155013706,-73.66093823,-53.6,-8.21,Luis Calderon - 12m,12.08,villa de los Angeles,Subterranea,Sur,Aljibe,Campo,11,Humeda,,2020,Q,Q,
213,03/17/2021,,260,,7.2,1045212,1362987,31,40,8.306928522,-73.65752869,-53.5879,-8.0176,Ac Correg. Puerto culto,10.5529,Acueducto Puerto Culto,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
128,03/18/2021,,231,,,1051970,1399475,124,150,8.306928522,-73.65752869,-53.571,-7.8685,Biter,9.377,Biter,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,
,11/04/2020,,250,,6.51,1051970,1399475,124,150,7.87895027,-73.65720085,-53.54,-8.02,Pozo Somero,10.62,Biter,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,
K42,04/01/2021,,,,6.91,,,88,119,7.947097229,-73.65658764,-51.51,-8.01,,12.57,Muleria Gualanday,Subterranea,Sur,Pozo Profundo,Kale_platero,4,Humeda,,2021,,,Sur
489,11/11/2020,,229,,6.32,1013946,1275799,73,105,7.947097229,-73.65658764,-53.47,-8.03,Acueducto-SanMiguelTigre-105m,10.77,Acueducto El tigre,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U1),N1r ,
K17,04/01/2021,,,,7.53,,,65,352,7.289327705,-73.6552189,-51.05,-7.41,,8.23,PCM-2,Subterranea,Sur,ABA,Kale_platero,4,Humeda,,2021,Real,,Sur
403,03/15/2021,,358,,6.5,1029583,1268697,110,80,7.289327705,-73.6552189,-53.4476,-8.299,Agua Kriss,12.9444,Agua Kriss,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U1),N1r ,
436,03/20/2021,,110,,,1014902,1339135,69,70,8.108878045,-73.65456111,-53.4439,-8.244,San Pablo- Finca La original,12.5081,Finca La original,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U2),N1r ,
K7,04/01/2021,,,,5.71,,,66,60,8.108878045,-73.65456111,-50.83,-7.73,,11.01,Finca Miraflores,Subterranea,Sur,Pozo somero,Kale_platero,4,Humeda,,2021,,,Sur
98,11/04/2020,,258,,4.16,1048319,1333483,70,76,8.270357437,-73.65095058,-53.25,-8.34,Papayal-76m,13.47,Caserío Papayal,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
441,03/20/2021,,307,,,1020696,1353779,30,74,7.351392022,-73.64588629,-53.2404,-7.999,Simiti-Acueducto El Pinal,10.7516,Acueducto El Pinal,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U2),N1r ,
K11,04/01/2021,,,,7.21,,,60,80,8.304917443,-73.64547594,-50.65,-7.56,,9.83,Finca La Esmeralda,Subterranea,Sur,Pozo Profundo,Kale_platero,4,Humeda,,2021,,,Sur
S53,04/21/2023,,728,28.7,5.2,1017935,1307555,49,9.4,8.304917443,-73.64547594,-50.62,-7.93,,12.82,Pozo Luis Molina,Subterranea,Sur,Aljibe,ZEMS,4,Humeda,,2023,,,Sur
K48,04/01/2021,,,,6.12,,,72,4.3,8.239192647,-73.64395015,-50.55,-6.94,,4.97,Finca Las Delicias,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
S51,11/03/2020,,50.1,,3.62,1064803,1308884,140,125,8.239192647,-73.64395015,-49.08,-7.79,AcueductoEspusato-125m,13.24,Espusato,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
M20666,12/12/2023,,,,,,,143.13,45,8.292393082,-73.64381035,-53.09,-7.88,,9.95,Empresa El Horizonte S.A.S,Subterranea,Sur,Pozo somero,ANH-SGI,1,Seca,,2024,,,
103,03/15/2021,,167,,6.5,1044571,1410897,78,,7.107843414,-73.64356477,-53.0718,-7.9312,Villa Juliana,10.3778,Villa Juliana ,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
N27,09/21/2023,25,,,8,1039585.1,1377754.83,33,337,7.611548488,-73.63962228,-53.06,-7.72,,8.7,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
K52,04/01/2021,,,,4.92,,,85,7.9,7.611548488,-73.63962228,-48.97,-7.79,,13.35,Mulería Arandú,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
S40,04/19/2023,,127.4,28.8,8.57,1051983,1305788,147,24,7.015785692,-73.63411726,-48.84,-7.42,,10.52,Pozo Maryomi Badillo,Subterranea,Sur,Aljibe,ZEMS,4,Humeda,,2023,,,Sur
,11/09/2020,,145,,6.19,1045152,1410521,78,0,7.169697166,-73.6311579,-52.99,-7.96,Finca la Victoria,10.69,Finca La Victoria,Subterranea,Norte,Manantial,Campo,11,Humeda,,2020,Q,Q,
444,03/20/2021,,112,,,1019143,1357848,40,70,8.46179802,-73.63047327,-52.9296,-8.0124,Simiti-Acueducto San Luis,11.1696,Acueducto San Luis,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U2),N1r ,
S36,11/11/2020,,259.8,,5.89,1069451,1302762,132,186,8.46179802,-73.63047327,-48.47,-7.34,ABA - Chiquita C Provincia - 186m,10.25,Chiquita ABA,Subterranea,Sur,ABA,Campo,11,Humeda,,2020,N1r (U3),N1r ,Sur
S47,04/20/2023,,300,28.1,6.5,1037768,1301758,98,,8.202529264,-73.62768197,-48.25,-7.61,,12.63,Pozo Virginia,Subterranea,Sur,Aljibe,ZEMS,4,Humeda,,2023,,,Sur
N29,03/18/2021,,226,,7.4,1051968,1374913,61,,8.202529264,-73.62768197,-52.5074,-8.1607,Cuatro bocas,12.7782,Cuatro bocas,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,Norte
130,03/19/2021,,179.9,,,1049566,1398846,80,75,7.138739919,-73.62457052,-52.3697,-7.6772,Pista Celta Aguachica,9.0479,Pista Celta,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S37,11/05/2020,,71.8,,4.61,1058393,1315629,47,40,8.313671309,-73.6226179,-46.72,-7.35,Jamaica-47m,12.08,Finca Jamaica,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
131,03/19/2021,,221,,,1055182,1387711,93,,8.313671309,-73.6226179,-52.3345,-7.8712,Los Robles1,10.6351,Los Robles 1,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S34,04/19/2023,,50.8,29.7,4.6,1055749,1311631,105,0,7.808604046,-73.62108742,-46.2,-7.27,,11.96,Finca la Floresta,Subterranea,Sur,Aljibe,ZEMS,4,Humeda,,2023,,,Sur
132,03/19/2021,,180.8,,,1055235,1387367,93,,7.808604046,-73.62108742,-52.1204,-7.6744,Los Robles2,9.2748,Los Robles 2,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
104,03/15/2021,,133,,6.2,1045152,1410521,78,0,7.371548843,-73.6208869,-52.1135,-7.6553,La victoria,9.1289,Finca La Victoria,Subterranea,Norte,Manantial,Campo,3,Seca,,2021,Q,Q,
355,03/16/2021,,,,,1043294,1338810,46,25,7.371548843,-73.6208869,-52.1066,-8.2352,Finca Tachuela - Tipo: Pozo,13.775,Finca Tachuela,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
415,03/17/2021,,124,,7.6,1025826,1290995,40,100,7.117380865,-73.62007157,-51.9695,-7.8907,Acueducto el Pedral,11.1561,Acueducto El Pedral,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,
,11/04/2020,,187,,6.48,1049566,1398846,80,75,7.117380865,-73.62007157,-51.88,-7.76,Pozo Somero - 60m,10.2,Pista Celta,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
299,11/04/2020,,210.7,,3.89,1043294,1338810,46,25,8.21375402,-73.614763,-51.81,-8.06,Tachuela-25m,12.67,Finca Tachuela,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
K53,04/01/2021,,,,5.17,,,78,4.7,8.106953406,-73.61410677,-51.78,-8.21,,13.9,Finca Si Se puede,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,
325,03/18/2021,,226,,,1052356,1323095,70,45,8.389582469,-73.61373206,-51.5527,-8.0719,Finca la Argentina,13.0225,Hacienda La Argentina,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S38,11/07/2020,,115,,5.54,1016584,1305796,56,100,8.389582469,-73.61373206,-45.6,-7.36,Acueducto-Cantagallo-Brisas-100m,13.28,Acueducto Brisas,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,Sur
S32,11/08/2020,,18,,6.16,1044360,1294586,133,0,8.184722235,-73.61055551,-44.91,-7.2,Manantial Puerto Cayumba,12.69,Bocatoma acueducto Cayumba,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,Qat,Q,Sur
,11/11/2020,,780,,5.81,1073994,1320051,107,385,8.199035614,-73.6086465,-51.48,-7.98,ABA 4 Campo provincia - 385m,12.36,ABA 4,Subterranea,Norte,ABA,Campo,11,Humeda,,2020,N1r (U4),N1r ,
K10,04/01/2021,,,,5.9,,,72,7.4,8.199035614,-73.6086465,-44.29,-6.85,,10.51,Finca La Florida (Las Pampas),Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
S29,11/06/2020,,41,,4.4,1041849,1297196,113,80,8.199477487,-73.60764773,-44.11,-7.09,Acueducto-Taladro2-80m,12.61,Acueducto El Taladro,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
M20781,12/19/2023,,,,,,,65.5,12,8.313282169,-73.60676881,-51.28,-7.89,,11.84,Finca Villanueva ,Subterranea,Sur,Aljibe,ANH-SGI,1,Seca,,2024,,,
74,11/05/2020,,157.6,,4.48,1057677,1319462,75,88,7.361099764,-73.60668713,-51.26,-8.17,FincaSanCristobal-88m,14.1,Finca San Cristobal,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U4),N1r ,
S18,11/07/2020,,38.8,,4.83,1038300,1314534,64,0,7.986112065,-73.60613521,-43.73,-6.72,Manantial Vía Férrea,10.03,Manantial via ferrea,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
471,11/06/2020,,223,,6.54,1025826,1290995,40,100,7.986112065,-73.60613521,-50.93,-7.52,Acueducto El Pedral - 73m,9.23,Acueducto El Pedral,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,
,11/09/2020,,210,,7.13,1054415,1369685,56,60,8.208191453,-73.60585875,-50.83,-7.84,AcueductoBancaTorcoroma-50m,11.89,Acueducto Torcoroma,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
S20,11/06/2020,,36,,3.57,1050414,1306942,137,38,8.208191453,-73.60585875,-43.25,-6.76,VillaMaria-SOMERO,10.83,Finca Villa Maria,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
N16,09/21/2023,30,90,,8.4,1039585.1,1377754.83,33,337,8.310375756,-73.60332281,-50.83,-7.48,,9.01,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
,11/07/2020,,604,,7.54,1048991.38,1267594.93,93,72,7.517583681,-73.60314084,-50.76,-8.07,Pozo Somero-70m,13.8,Finca La Cabaña,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U1),N1r ,
K6,04/01/2021,,,,4.82,,,67,7.2,8.310392344,-73.60207009,-43.17,-6.79,,11.15,Finca La Daniela,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
S39,04/19/2023,,97.3,28.8,6.5,1064803,1308884,140,120,8.006964977,-73.60077769,-42.74,-7.38,,16.3,Pozo Espusato - ABA,Subterranea,Sur,Pozo Profundo,ZEMS,4,Humeda,,2023,,,Sur
,11/04/2020,,837,,7.59,1039447.15,1269259.31,73,95,8.006964977,-73.60077769,-50.42,-7.79,Pozo Somero-95m,11.9,La Esperanza,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,P3N1c,P3N1c,
326,03/17/2021,,199.4,,,1057677,1319462,75,83,8.312648906,-73.59889021,-50.303,-7.9789,Finca San Cristobal,13.5282,Finca San Cristobal,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,N1r (U4),N1r ,
211,03/16/2021,,206,,7.4,1050341,1355279,84,55,8.110811489,-73.58859812,-50.293,-7.7777,Plamas del cesar- Finca Labrador,11.9286,Plamas del cesar Finca Labrador,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
M20673,12/12/2023,,,,,,,50,80,8.043004198,-73.58486966,-50.26,-7.6,,10.54,Finca Bella Vista,Subterranea,Sur,Pozo Profundo,ANH-SGI,1,Seca,,2024,,,
N21,11/07/2020,,341,,6.79,1039525,1377690,33,90,7.938816619,-73.58399697,-50.01,-7.57,W216,10.55,Barrancalebrija,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,Norte
